Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
26/08/2022,"THE SCHOOLHOUSE, PORTLAND, LORRHA",Tipperary,E45Y932,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"1 LIFFEY CLOSE, LIFFEY VALLEY PK, LUCAN",Dublin,K78KR65,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/06/2022,"282 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin,D16R864,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2022,"28 SPENCER VILLAS, DUN LAOGHAIRE, DUBLIN",Dublin,A96E2K0,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2022,"145 KILTIPPER GATE, KILTIPPER WAY, TALLAGHT DUBLIN 24",Dublin,D24RK07,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2022,"109 GLENAGEARY AVENUE, DUN LAOGHAIRE, CO DUBLIN",Dublin,A96F5D0,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2022,"23 FITZHERBERT COURT, SLANE ROAD, NAVAN",Meath,C15Y9D7,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2022,"APARTMENT 12, BEAL NA MARA  THE MALL, BALLYSHANNON",Donegal,F94C642,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2022,"46 Ardrath gardens, Celbridge",Kildare,,"€406,097.00",No,Yes,New Dwelling house /Apartment,
19/12/2022,"20 OAKFIELD AVE, GLANMIRE, CO CORK",Cork,T45X802,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2022,"AVALON, DEERPARK, RAVENSDALE",Louth,A91Y720,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2022,"5 ANNAMOE RD, NORTH CIRCULAR RD, DUBLIN 7",Dublin,D07E3X5,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2022,"62 CRESTWOOD, COOLOUGH, GALWAY",Galway,H91XTX9,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2022,"CARROWNAGARRAUN, COROFIN, CO CLARE",Clare,V95RRP3,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/05/2022,"CROTT, MOYNE, LONGFORD",Longford,N39Y231,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2022,"5 EGMONT WOODS, CURRAGH, KANTURK",Cork,P51R5W4,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2022,"142 THE SPINNAKER, ARRAN QUAY, DUBLIN 7",Dublin,D07P411,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2022,"92 SPRING LANE, BLACKPOOL, CORK",Cork,T23TK3K,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2022,"37 HEATHER LAWN, MARLEY WOOD RATHFARNHAM, DUBLIN 16",Dublin,D16PF79,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2022,"MERRYDANCE HOUSE, ROSSENARRA DEMENSE, KILMOGANNY",Kilkenny,R95VY89,"€280,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/07/2022,"THE MANSE, COOLFIN, PORTLAW",Waterford,X91HE48,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2022,"2 WEAVER COURT, MAIN STREET, ABBEYLEIX",Laois,R32D732,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2022,"19 WOODBERRY COURT, GOLF LINKS RD, ROSCOMMON",Roscommon,F42FK12,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2022,"106 THE PLAZA, MAIN ST, BALLYMUN DUBLIN 9",Dublin,D09TP99,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2022,"24 KILMINION CLOSE, BALLINROAD, DUNGARVAN",Waterford,X35PK03,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2022,"15 BRODAGH VIEW, CRUSHEEN, CLARE",Clare,V95PH64,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2022,"6 COLLEGE FARM COURT, NEWBRIDGE, KILDARE",Kildare,W12PF25,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2022,"TOBER, BALLYSHANNON, COUNTY DONEGAL",Donegal,F94K718,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2022,"43 BELARMINE HEATH, ENNISKERRY RD, STEPASIDE",Dublin,D18K654,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"37 Carraig Tur, Model Farm Road, Cork",Cork,,"€348,017.62",No,Yes,New Dwelling house /Apartment,
05/08/2022,"19 TRINITY ST, DROGHEDA, LOUTH",Louth,A92VPR9,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2022,"1A ABBEY COURT, PORTLAOISE, LAOIS",Laois,R32T8F8,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2022,"94 CARRABEAG, NEWPORT ROAD, CASTLEBAR",Mayo,F23HN90,"€242,895.00",No,Yes,New Dwelling house /Apartment,
21/09/2022,"KILMANNON, MURRINTOWN, CO WEXFORD",Wexford,Y35T2W2,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2022,"13 TARA COURT, MAIN ST, CARRIGTWOHILL",Cork,T45CK77,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"6 The Heights, Belin Woods, Kilbelin",Kildare,,"€348,017.00",No,Yes,New Dwelling house /Apartment,
28/02/2022,"33 CAMDEN WHARF, CAMDEN QUAY, CORK",Cork,T23AH51,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2022,"4B AN CULAN, BALLYBANE, CO GALWAY",Galway,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2022,"WINDERMERE, RATHDOWN ROAD, GREYSTONES",Wicklow,A63T667,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2022,"4 HARVARD, ARDILEA, DUBLIN 14",Dublin,D14XV77,"€1,475,250.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2022,"57 GERALDSTOWN WOOD, SANTRY AVE, SANTRY",Dublin,D09ET82,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2022,"35 GLENEALY RD, CRUMLIN, DUBLIN 12",Dublin,D12RC52,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2022,"28 KENILWORTH ROAD, RATHGAR, DUBLIN 6",Dublin,D06W2Y2,"€1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2022,"72 MARLBOROUGH RD, DONNYBROOK, DUBLIN",Dublin,D04W652,"€1,160,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2022,"70 Hawkins Wood Avenue, Hawkins Wood, Greystones",Wicklow,,"€370,043.00",No,Yes,New Dwelling house /Apartment,
28/09/2022,"7 DUNDRUM DR, TIPPERARY TOWN, TIPPERARY",Tipperary,E34PT67,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2022,"12 WARRENSTOWN GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin,D15P5Y8,"€319,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2022,"SIERRA, DRUMISKABOLE, BALLISODARE",Sligo,F91WP26,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2022,"131 Millquarter, Knockmullen, Gorey",Wexford,,"€343,613.00",No,Yes,New Dwelling house /Apartment,
22/07/2022,"5 MOODOGE LANE, OLDCASTLE RD, BALLYJAMESDUFF",Cavan,A82PW71,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2022,"1 DRUMINA, VIRGINIA, CAVAN",Cavan,A82A8P4,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2022,"BISHOPSWOOD RD, PORTARLINGTON, LAOIS",Laois,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2022,"CORFEEHONE, POLES, CO CAVAN",Cavan,H12PP52,"€171,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2022,"15 ELLESMERE AVENUE, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,D07T9F4,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2022,"33A BEAL AN INBHIR, SHANAKYLE RD, KILRUSH",Clare,V15DV74,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2022,"8 CARNDONAGH LAWN, DONAGHMEDE, DUBLIN 13",Dublin,D13YV52,"€414,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2022,"20 JUTLAND HALL, STEAMBOAT QUAY, LIMERICK",Limerick,V94X276,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"APT 1 116 RANELAGH RD, RANELAGH, DUBLIN 6",Dublin,D06E1H7,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2022,"115 Viewmount, Greenane Road, Rathdrum",Wicklow,,"€242,290.74",No,Yes,New Dwelling house /Apartment,
15/06/2022,"32 ARD BRACKEN, KILTERAGH, DOORADOYLE",Limerick,V94NWP2,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"THE WATER SPLASH, COOTEHALL, ROSCOMMON",Roscommon,F52D898,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2022,"BALLYROON, BALLINURE RD, BLACKROCK",Cork,T12TWY6,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2022,"190 UPPER DRUMCONDRA RD, DUBLIN 9, DUBLIN",Dublin,D09R859,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2022,"7 AVOCA PARK, BLACKROCK, DUBLIN",Dublin,A94EA26,"€1,370,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2022,"25 THE CLOISTERS, CLANE, NAAS",Kildare,W91Y6C7,"€376,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2022,"14 RIVERBANK HALL, ADDISON PARK, GLASNEVIN DUBLIN 11",Dublin,D11H046,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2022,"FALLEIGHTER, AGHAMORE, BALLYHAUNIS",Mayo,F35V068,"€141,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2022,"14 ESKER GROVE, ARDKEEN VILLAGE, WATERFORD",Waterford,X91P5C9,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2022,"11 THE MEWS, HOOK VIEW, COXTOWN EAST - DUNMORE EAST",Waterford,X91E9D8,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2022,"SELTON LODGE, GORVAGH, MOHILL",Leitrim,N41D893,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2022,"LISMEAGAN, AUGHAMORE, BALLYHAUNIS",Mayo,F35NX80,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2022,"50 Hawkins Wood Avenue, Hawkins Wood, Greystones",Wicklow,,"€458,149.00",No,Yes,New Dwelling house /Apartment,
20/10/2022,"2 Kilcoolaght Place, Kilcoolaght, Killarney",Kerry,,"€240,528.63",No,Yes,New Dwelling house /Apartment,
13/04/2022,"Apartment 9, Oakwood House, Royal Oaks",Meath,,"€224,669.60",No,Yes,New Dwelling house /Apartment,
30/09/2022,"3 BALLYHAUNIS RD, KNOCK, CO MAYO",Mayo,F12V1Y6,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2022,"43 ST MARYS RD, GALWAY, GALWAY",Galway,H91KTD3,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2022,"148 COIS NA HABHAINN, BALLYGADDY RD, TUAM",Galway,H54RX98,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2022,"SHANAHOE LANE, SHANAHOE, LAOIS",Laois,R32T6Y3,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2022,"23 INNISHMORE SQUARE, BALLINCOLLIG, CORK",Cork,P31VN20,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2022,"1 LEINSTER TERRACE, NOTH GATE ST, ATHLONE",Westmeath,N37T2H1,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"BRIGIDINE SISTERS, PAULSTOWN, CO KILKENNY",Kilkenny,R95A8P7,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2022,"KNOCKADANGAN, ATHLEAGUE, COUNTY ROSCOMMON",Roscommon,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2022,"42 Newpark Drive, Chapel Road, Kinsealy",Dublin,,"€437,655.00",No,Yes,New Dwelling house /Apartment,
25/03/2022,"THE CONNAUGHT BAR, CHAPEL STREET, CHARLESTOWN",Mayo,F12D523,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2022,"10 RIVERCREST, SLEATTY ST, GRAIGUECULLEN",Carlow,R93E710,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"40 BOUGHLONE WAY, BELLINGHAM, PORTLAOISE",Laois,R32HX6Y,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2022,"49 Oak Way, The Willows, Dunshaughlin",Meath,,"€299,559.47",No,Yes,New Dwelling house /Apartment,
12/04/2022,"77 CORD RD, DROGHEDA, LOUTH",Louth,A92XE8V,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2022,"147 TIMBER MILLS, KILMORE RD, ARTANE DUBLIN 5",Dublin,D05PP49,"€288,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2022,"12 SUAN NA MARA, CARRIGAHOLT, CO CLARE",Clare,V15RD45,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2022,"63 ADAMSTOWN AVE, ADAMSTOWN, LUCAN",Dublin,K78F3V7,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2022,"12 Tandys Walk, Tandys Lane, Adamstown",Dublin,,"€378,855.00",No,Yes,New Dwelling house /Apartment,
10/01/2022,"14 THE LAURELS, DUN AN OIR, KANTURK",Cork,P51V6K5,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2022,"LOWER DERRYMORE, DERRYMORE, ROSCREA",Tipperary,E53RW92,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2022,"15 Oak Springs, Rathdrum, Co.Wicklow",Wicklow,,"€224,669.60",No,Yes,New Dwelling house /Apartment,
20/05/2022,"34 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin,D08V8X4,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2022,"27 ARD NA GAOITHE, ENNIS, CO CLARE",Clare,V95EF9T,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2022,"CANUIG, WATERVILLE, COUNTY KERRY",Kerry,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2022,"78 WYLIES HILL, BALLYBAY, MONAGHAN",Monaghan,A75EY74,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2022,"THE GRANARY, 1 DISTILLARY LOFTUS, DISTILLARY ROAD",Dublin,D03V592,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2022,"42 ANNFIELD COURT, CASTLEKNOCK, DUBLIN 15",Dublin,D15P8W2,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2022,"29 CASTLE GARDENS, ST HELENS BAY, KILRANE",Wexford,Y35AN81,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2022,"4 HAWTHORN AVENUE, KILCARBERY GRANGE, CLONDALKIN",Dublin,,"€330,396.47",No,Yes,New Dwelling house /Apartment,
17/01/2022,"27 THE AVENUE, ROYAL OAKS, ENFIELD",Meath,,"€308,370.00",No,Yes,New Dwelling house /Apartment,
02/12/2022,"21 THE NORTHUMBERLANDS, LOVE LANE EAST, DUBLIN",Dublin,D02Y866,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2022,"9 The rise, belin woods, kilbelin",Kildare,,"€370,000.00",No,Yes,New Dwelling house /Apartment,
30/06/2022,"40 Ard Abhainn Nua, Knockraha, Cork",Cork,,"€350,325.00",No,Yes,New Dwelling house /Apartment,
28/10/2022,"17 HANOVER MEWS, HANOVER ST, CORK",Cork,T12KX04,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2022,"39 STRAND RD, SANDYMOUNT, DUBLIN 4",Dublin,D04E046,"€1,635,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2022,"ROBIN HILL, CARROWCARN, ELPHIN",Roscommon,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2022,"6  Mercer's Road, Mercer Vale, Cherrywood",Dublin,,"€660,249.25",No,Yes,New Dwelling house /Apartment,
27/07/2022,"LOUGHAUN, TULLAMORE, OFFALY",Offaly,R35W0F1,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2022,"6 RIVERCOURT, TARA STREET, TULLAMORE",Offaly,R35KV81,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2022,"13 JAMES ST, CLONMEL, TIPPERARY",Tipperary,E91KX06,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"56 CARRAIG EAN, EDENDERRY, OFFALY",Offaly,R45V277,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"4 BARNHILL, DURROW, CO LAOIS",Laois,R32E4A7,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2022,"31 Roselawn, Harpur's Lane, Portlaoise",Laois,,"€251,000.00",No,Yes,New Dwelling house /Apartment,
03/06/2022,"18 CLORAGH MILLS, EDMONDSTOWN RD, RATHFARNHAM DUBLIN 16",Dublin,D16YE83,"€397,850.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2022,"1 MOORFIELD VILLAS, SOUTH DOUGLAS ROAD, CORK",Cork,T12K2TW,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/12/2022,"215 GALLOPING GREEN, STILLORGAN RD, DUBLIN",Dublin,A94KW82,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2022,"26 GLEN ABHAINN LAWNS, ENFIELD, MEATH",Meath,A83CF25,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2022,"22 REHOBOTH PLACE, SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin,D08X6P9,"€551,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2022,"7 BARROW HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin,D01TF29,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2022,"FUSCHIA LODGE, CONVENT GATE LODGE, GLANDORE",Cork,P85HW89,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2022,"1 EDENFELL, CORK ROAD, CARRIGALINE",Cork,,"€334,801.76",No,Yes,New Dwelling house /Apartment,
15/02/2022,"23 KILBEAGH VILLAGE, CHARLESTOWN, CO MAYO",Mayo,F12VX32,"€128,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2022,"64 SPRINGFIELD GROVE, ROSSMORE VILLAGE, DUNDRUM RD",Tipperary,E34VE84,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"183 CLONKEEN CRESCENT, POTTERY RD, DUN LAOGHAIRE",Dublin,A96T9K3,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2022,"APARTMENT 116 PREMIER SQUARE, FINGLAS, DUBLIN 11",Dublin,D11HWY2,"€237,635.70",No,No,Second-Hand Dwelling house /Apartment,
14/11/2022,"32 ELM PARK, WILTON, CORK",Cork,T12E5FE,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2022,"LISSANE EAST, CLARECASTLE, ENNIS",Clare,V95AV9W,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2022,"28 STATIONCOURT VIEW, COOLMINE, DUBLIN 15",Dublin,D15KV84,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2022,"23 PHIBBLESTOWN HOUSE, PHIBBLESTOWN, CLONSILLA DUBLIN 15",Dublin,D15HV25,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2022,"GUDDERSTOWN ROCK, ARDEE, LOUTH",Louth,A92TH27,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"93 CHARNWOOD, BRAY, WICKLOW",Wicklow,A98AH51,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"8 ABBEY COURT, ABBEYFARM, CELBRIDGE",Kildare,W23P860,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2022,"3 BELFRY CRESENT, CITYWEST RD, DUBLIN 24",Dublin,D24X282,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"ALCOTT, SANDYFORD RD, SANDYFORD VILLAGE DUBLIN 18",Dublin,D18C3Y7,"€742,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2022,"10 Graydon Walk, Graydon, Newcastle",Dublin,,"€361,233.48",No,Yes,New Dwelling house /Apartment,
03/02/2022,"4 CORRAN ARD ATHY, KILDARE",Kildare,R14K377,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2022,"1 GENTIAN VILLA, SALTHILL, GALWAY",Galway,H91K522,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2022,"24 COIS FARRAIGE, OLD GOLF LINKS ROAD, BLACKROCK",Louth,A91PPA0,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"38 MEADOW GROVE, CHURCHTOWN, DUBLIN 16",Dublin,D16YF78,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2022,"64 DERRYGREENAGH PARK, ROCHFORTBRIDGE, CO WESTMEATH",Westmeath,N91V4K4,"€202,300.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2022,"HIGHWATER, COAST RD, FOUNTAINSTOWN",Cork,P43W865,"€973,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"11 ONTARIO TERRACE, RATHMINES, DUBLIN 6",Dublin,D06WN96,"€1,451,999.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2022,"41 CLUAIN BARRON, BALLYSHANNON, DONEGAL",Donegal,F94ND26,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2022,"TONDRAGEE, BALLAGHADERREEN, ROSCOMMON",Roscommon,F45C447,"€172,001.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2022,"23 The Walk, Ruxton Oaks, Blackcastle",Meath,,"€295,154.00",No,Yes,New Dwelling house /Apartment,
31/01/2022,"6 Cois Dara, Tullow Road, Carlow",Carlow,,"€211,454.00",No,Yes,New Dwelling house /Apartment,
11/04/2022,"DONERAILE, CORRAN, WATERFALL",Cork,T12K5XD,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"26 PRIMROSE GARDENS, CLARECASTLE, CLARE",Clare,V95E9K3,"€274,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2022,"WOODSTONE HALL, MARTINSTOWN ROAD, THE CURRAGH",Kildare,R56NT25,"€975,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2022,"52 ST PATRICKS VILLAS, RINGSEND, DUBLIN 4",Dublin,D04X9K3,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2022,"60 ROCKBROOK LAWN, MALLOW, CORK",Cork,P51W5AA,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2022,"4 Greenbrook, Brook Lane, Rush",Dublin,,"€319,400.00",No,Yes,New Dwelling house /Apartment,
21/12/2022,"9 PALACE CRESCENT, ARDNACASSA, LONGFORD TOWN",Longford,N39W2K3,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"ARD NA GOWNA, ELPHIN, ROSCOMMON",Roscommon,F45XP59,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2022,"36 CLUAIN DARA, CLONMACKEN, ENNIS RD",Limerick,V94DW66,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2022,"18 EFFERNOCK MANOR, DUBLIN RD, TRIM",Meath,C15H298,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2022,"NEW ST, ABBEYFEALE, LIMERICK",Limerick,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2022,"3 Brookfield, Malahide",Dublin,,"€625,550.00",No,Yes,New Dwelling house /Apartment,
21/02/2022,"UNIT 2 PRESTON GATE, OFFALY STREET, ATHY",Kildare,R14RY18,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2022,"16 ALDER GROVE, OLDTOWN DEMESNE, NAAS",Kildare,W91W40Y,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2022,"38 Beresford Square, Donabate, Dublin",Dublin,,"€440,000.00",No,Yes,New Dwelling house /Apartment,
09/09/2022,"2 CHURCH HILL, CARRIGALINE, CORK",Cork,P43F344,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2022,"12 VILLAGE COURT, BUTTERFIELD AVE, RATHFARNHAM",Dublin,D14N840,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2022,"86 CHESTNUT GROVE, CASTLEBAR, MAYO",Mayo,F23CF95,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2022,"2 Loughcommon Lane, Lusk",Dublin,,"€343,612.33",No,Yes,New Dwelling house /Apartment,
31/05/2022,"APT ABOVE SEATS, MARKET ST, SKIBBEREEN",Cork,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2022,"18 STRADBROOK PARK, BLACKROCK, DUBLIN",Dublin,A94W9Y7,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2022,"BALLYMACFRANE, DONAMON, ROSCOMMON",Roscommon,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2022,"53 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",Meath,A86R729,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2022,"22 GLENCULLEN, DUNTHANE RD, FERMOY",Cork,P61FX58,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2022,"22 CASTLEFIELD MANOR, BACK RD, MALAHIDE",Dublin,K36F972,"€782,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2022,"13 THORNFIELD, ALANDALE, ASHBOURNE AVE",Limerick,V94AX03,"€220,900.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2022,"10 TEMPLE WOODS, GREENHILLS ROAD, DUBLIN 24",Dublin,D24F9KD,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2022,"83 Astor Lawn, Abbey Forte, Kinsale",Cork,P17FK50,"€311,400.00",No,Yes,New Dwelling house /Apartment,
25/03/2022,"8 MASON DR, BLACKTHORN HILLS, FERRYBANK",Kilkenny,X91PF6K,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2022,"39 PARK DRIVE, THE PARK, CABINTEELY",Dublin,D18A9W3,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
